customer_sk,full_name,city,source_system,company,company_code,recency_days,frequency,monetary_syp,r_score,f_score,m_score,rfm_code,segment
231,حسين الرفاعي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,78,5,420000.00,1,1,3,113,Lost
232,زينب الزعبي,Hama,SYRIATEL,Syriatel,SYRIATEL,47,4,198000.00,2,1,1,211,Other
233,أحمد السوري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,11,4,390000.00,4,1,2,412,New
234,عمر الحلبي,Hama,SYRIATEL,Syriatel,SYRIATEL,134,8,543000.00,1,3,3,133,At Risk
235,سارة الكيلاني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,23,5,275000.00,4,1,1,411,New
236,حسين الزعبي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,10,3,213000.00,5,1,1,511,New
237,عمر السيد,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,42,6,513000.00,3,2,3,323,Other
238,خالد الجابري,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,19,3,215000.00,4,1,1,411,New
239,مصطفى العمر,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,100,5,310000.00,1,1,2,112,Lost
240,أحمد الحسن,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,38,8,860000.00,3,3,5,335,Loyal
241,أحمد العلي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,17,8,583000.00,4,3,4,434,Loyal
242,سارة الحمصي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,25,7,233000.00,3,3,1,331,Loyal
243,بشار الزعبي,Homs,SYRIATEL,Syriatel,SYRIATEL,1,7,520000.00,5,3,3,533,Loyal
244,هدى الأحمد,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,41,7,560000.00,3,3,4,334,Loyal
245,حسين الأحمد,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,44,8,673000.00,3,3,4,334,Loyal
246,إبراهيم البرازي,Homs,SYRIATEL,Syriatel,SYRIATEL,28,10,953000.00,3,5,5,355,Loyal
247,كريم الكيلاني,Latakia,SYRIATEL,Syriatel,SYRIATEL,32,6,580000.00,3,2,4,324,Other
248,هدى الزعبي,Idlib,SYRIATEL,Syriatel,SYRIATEL,22,12,475000.00,4,5,3,453,Loyal
249,وليد المصري,Latakia,SYRIATEL,Syriatel,SYRIATEL,81,6,606000.00,1,2,4,124,Lost
250,وليد البرازي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,11,7,256000.00,4,3,1,431,Loyal
251,زينب الحمصي,Daraa,SYRIATEL,Syriatel,SYRIATEL,95,10,1005000.00,1,5,5,155,At Risk
252,ماهر العلي,Latakia,SYRIATEL,Syriatel,SYRIATEL,18,7,450000.00,4,3,3,433,Loyal
253,حسين الكيلاني,Homs,SYRIATEL,Syriatel,SYRIATEL,4,4,115000.00,5,1,1,511,New
254,هدى الحمصي,Latakia,SYRIATEL,Syriatel,SYRIATEL,3,65,4676000.00,5,5,5,555,Champions
255,علي الشامي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,38,6,430000.00,3,2,3,323,Other
256,سارة البيطار,Damascus,SYRIATEL,Syriatel,SYRIATEL,39,14,1071000.00,3,5,5,355,Loyal
257,مصطفى الزعبي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,31,11,422000.00,3,5,3,353,Loyal
258,نور الحلبي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,1,5,225000.00,5,1,1,511,New
259,علي البيطار,Hama,SYRIATEL,Syriatel,SYRIATEL,56,7,430000.00,2,3,3,233,At Risk
260,يوسف الكيلاني,Damascus,SYRIATEL,Syriatel,SYRIATEL,62,11,909000.00,2,5,5,255,At Risk
261,نزار اللاذقاني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,160,6,323000.00,1,2,2,122,Lost
262,يوسف الخطيب,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,48,7,198000.00,2,3,1,231,At Risk
263,طارق البيطار,Homs,SYRIATEL,Syriatel,SYRIATEL,65,6,525000.00,2,2,3,223,Other
264,ليلى الأحمد,Raqqa,SYRIATEL,Syriatel,SYRIATEL,47,8,371000.00,2,3,2,232,At Risk
265,زينب الخطيب,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,11,10,983000.00,4,5,5,455,Champions
266,ريم الجابري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,9,11,616000.00,5,5,4,554,Champions
267,كريم الزعبي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,31,6,228000.00,3,2,1,321,Other
268,بشار العلي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,11,3,133000.00,4,1,1,411,New
269,مريم السيد,Raqqa,SYRIATEL,Syriatel,SYRIATEL,56,7,386000.00,2,3,2,232,At Risk
270,حسن العمر,Daraa,SYRIATEL,Syriatel,SYRIATEL,80,9,610000.00,1,4,4,144,At Risk
271,أحمد الدمشقي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,182,5,595000.00,1,1,4,114,Lost
272,زينب الخطيب,Tartus,SYRIATEL,Syriatel,SYRIATEL,65,6,403000.00,2,2,2,222,Other
273,سليمان العمر,Latakia,SYRIATEL,Syriatel,SYRIATEL,5,7,541000.00,5,3,3,533,Loyal
274,نزار السيد,Latakia,SYRIATEL,Syriatel,SYRIATEL,1,10,572000.00,5,5,4,554,Champions
275,فاطمة الكيلاني,Homs,SYRIATEL,Syriatel,SYRIATEL,55,5,143000.00,2,1,1,211,Other
276,نور السيد,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,6,7,825000.00,5,3,5,535,Loyal
277,عائشة العمر,Latakia,SYRIATEL,Syriatel,SYRIATEL,36,10,536000.00,3,5,3,353,Loyal
278,نزار الحمصي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,141,5,235000.00,1,1,1,111,Lost
279,سامي المصري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,52,7,525000.00,2,3,3,233,At Risk
280,أحمد الشامي,Latakia,SYRIATEL,Syriatel,SYRIATEL,59,7,264000.00,2,3,1,231,At Risk
281,زينب الزعبي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,1,5,320000.00,5,1,2,512,New
282,عائشة الحلبي,Idlib,SYRIATEL,Syriatel,SYRIATEL,29,7,550000.00,3,3,3,333,Loyal
283,كريم الحسن,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,138,8,285000.00,1,3,2,132,At Risk
284,سارة الطرابلسي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,11,61,4751000.00,4,5,5,455,Champions
285,ريم القباني,Hama,SYRIATEL,Syriatel,SYRIATEL,58,6,269000.00,2,2,1,221,Other
286,رنا الحلبي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,37,4,435000.00,3,1,3,313,Other
287,باسل الخطيب,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,17,6,263000.00,4,2,1,421,Other
288,إبراهيم الطرابلسي,Hama,SYRIATEL,Syriatel,SYRIATEL,20,11,576000.00,4,5,4,454,Champions
289,سليمان السيد,Damascus,SYRIATEL,Syriatel,SYRIATEL,69,8,581000.00,2,3,4,234,At Risk
290,مريم الطرابلسي,Tartus,SYRIATEL,Syriatel,SYRIATEL,37,7,536000.00,3,3,3,333,Loyal
291,عمر السوري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,118,4,123000.00,1,1,1,111,Lost
292,نور اللاذقاني,Aleppo,SYRIATEL,Syriatel,SYRIATEL,32,9,569000.00,3,4,4,344,Loyal
293,حسين الجابري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,20,4,138000.00,4,1,1,411,New
294,طارق البرازي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,2,7,433000.00,5,3,3,533,Loyal
295,حسين الشامي,Latakia,SYRIATEL,Syriatel,SYRIATEL,31,6,805000.00,3,2,5,325,Other
296,نور الطرابلسي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,63,8,371000.00,2,3,2,232,At Risk
297,أيمن الرفاعي,Hama,SYRIATEL,Syriatel,SYRIATEL,22,8,666000.00,4,3,4,434,Loyal
298,وليد الجابري,Idlib,SYRIATEL,Syriatel,SYRIATEL,9,11,785000.00,5,5,5,555,Champions
299,وليد الخطيب,Latakia,SYRIATEL,Syriatel,SYRIATEL,55,5,255000.00,2,1,1,211,Other
300,حسن الطرابلسي,Tartus,SYRIATEL,Syriatel,SYRIATEL,35,6,428000.00,3,2,3,323,Other
301,زينب الرفاعي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,75,7,1018000.00,2,3,5,235,At Risk
302,وليد العظمة,Aleppo,SYRIATEL,Syriatel,SYRIATEL,124,10,680000.00,1,5,4,154,At Risk
303,حسين العمر,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,25,9,389000.00,3,4,2,342,Loyal
304,فاطمة الكيلاني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,30,10,813000.00,3,5,5,355,Loyal
305,رنا البرازي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,57,7,438000.00,2,3,3,233,At Risk
306,مصطفى السوري,Raqqa,SYRIATEL,Syriatel,SYRIATEL,75,7,575000.00,2,3,4,234,At Risk
307,يوسف الحسن,Hama,SYRIATEL,Syriatel,SYRIATEL,33,9,615000.00,3,4,4,344,Loyal
308,بشار البرازي,Daraa,SYRIATEL,Syriatel,SYRIATEL,61,9,415000.00,2,4,3,243,At Risk
309,مصطفى الطرابلسي,Homs,SYRIATEL,Syriatel,SYRIATEL,8,6,255000.00,5,2,1,521,Other
310,سليمان العمر,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,44,3,305000.00,3,1,2,312,Other
311,زينب البرازي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,39,11,998000.00,3,5,5,355,Loyal
312,حسين الحلبي,Latakia,SYRIATEL,Syriatel,SYRIATEL,9,5,143000.00,5,1,1,511,New
313,نزار الكردي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,100,5,606000.00,1,1,4,114,Lost
314,هدى الزعبي,Hama,SYRIATEL,Syriatel,SYRIATEL,208,5,208000.00,1,1,1,111,Lost
315,خالد البرازي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,7,6,296000.00,5,2,2,522,Other
316,سامي السوري,Daraa,SYRIATEL,Syriatel,SYRIATEL,9,10,733000.00,5,5,4,554,Champions
317,حسين العمر,Quneitra,SYRIATEL,Syriatel,SYRIATEL,32,7,835000.00,3,3,5,335,Loyal
318,محمد الكيلاني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,10,8,543000.00,5,3,3,533,Loyal
319,أحمد اللاذقاني,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,33,7,490000.00,3,3,3,333,Loyal
320,سليمان البيطار,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,17,7,690000.00,4,3,4,434,Loyal
321,ماهر الكردي,Homs,SYRIATEL,Syriatel,SYRIATEL,5,8,358000.00,5,3,2,532,Loyal
322,سليمان البرازي,Damascus,SYRIATEL,Syriatel,SYRIATEL,36,6,638000.00,3,2,4,324,Other
323,حسين الخطيب,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,77,4,163000.00,2,1,1,211,Other
324,سارة المصري,Latakia,SYRIATEL,Syriatel,SYRIATEL,54,10,819000.00,2,5,5,255,At Risk
325,عائشة الزعبي,Idlib,SYRIATEL,Syriatel,SYRIATEL,5,10,473000.00,5,5,3,553,Loyal
326,علي العلي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,11,8,416000.00,4,3,3,433,Loyal
327,نور البيطار,Raqqa,SYRIATEL,Syriatel,SYRIATEL,42,7,900000.00,3,3,5,335,Loyal
328,أحمد الجابري,Raqqa,SYRIATEL,Syriatel,SYRIATEL,42,8,768000.00,3,3,5,335,Loyal
329,نور الكردي,Daraa,SYRIATEL,Syriatel,SYRIATEL,8,7,823000.00,5,3,5,535,Loyal
330,أيمن الحسن,Idlib,SYRIATEL,Syriatel,SYRIATEL,5,11,823000.00,5,5,5,555,Champions
331,بشار الحمصي,Tartus,SYRIATEL,Syriatel,SYRIATEL,16,3,78000.00,4,1,1,411,New
332,أيمن القباني,Idlib,SYRIATEL,Syriatel,SYRIATEL,3,4,230000.00,5,1,1,511,New
333,نزار الدمشقي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,39,7,358000.00,3,3,2,332,Loyal
334,زينب المصري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,43,8,650000.00,3,3,4,334,Loyal
335,سامي المصري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,19,7,439000.00,4,3,3,433,Loyal
336,حسن الرفاعي,Damascus,SYRIATEL,Syriatel,SYRIATEL,30,4,370000.00,3,1,2,312,Other
337,عمر العلي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,8,8,603000.00,5,3,4,534,Loyal
338,رنا السوري,Daraa,SYRIATEL,Syriatel,SYRIATEL,97,5,255000.00,1,1,1,111,Lost
339,حسين العلي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,39,9,910000.00,3,4,5,345,Loyal
340,وليد الشامي,Homs,SYRIATEL,Syriatel,SYRIATEL,2,6,255000.00,5,2,1,521,Other
341,سليمان الجابري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,115,5,208000.00,1,1,1,111,Lost
342,وليد الحسن,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,40,7,281000.00,3,3,2,332,Loyal
343,محمد الحمصي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,111,5,360000.00,1,1,2,112,Lost
344,حسن الجابري,Damascus,SYRIATEL,Syriatel,SYRIATEL,171,8,333000.00,1,3,2,132,At Risk
345,أحمد المصري,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,68,7,675000.00,2,3,4,234,At Risk
346,ماهر البرازي,Hama,SYRIATEL,Syriatel,SYRIATEL,139,3,48000.00,1,1,1,111,Lost
347,رنا الخطيب,Tartus,SYRIATEL,Syriatel,SYRIATEL,72,9,860000.00,2,4,5,245,At Risk
348,مريم العظمة,Idlib,SYRIATEL,Syriatel,SYRIATEL,200,4,123000.00,1,1,1,111,Lost
349,كريم الدمشقي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,39,5,168000.00,3,1,1,311,Other
350,طارق الشامي,Daraa,SYRIATEL,Syriatel,SYRIATEL,51,8,343000.00,2,3,2,232,At Risk
351,حسن الدمشقي,Daraa,SYRIATEL,Syriatel,SYRIATEL,61,4,108000.00,2,1,1,211,Other
352,نور القباني,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,6,8,321000.00,5,3,2,532,Loyal
353,سامي الرفاعي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,75,4,650000.00,2,1,4,214,Other
354,خالد الطرابلسي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,7,58,4335000.00,5,5,5,555,Champions
355,خالد البرازي,Hama,SYRIATEL,Syriatel,SYRIATEL,17,7,583000.00,4,3,4,434,Loyal
356,إبراهيم الطرابلسي,Tartus,SYRIATEL,Syriatel,SYRIATEL,25,10,523000.00,3,5,3,353,Loyal
357,ماهر السيد,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,25,3,350000.00,3,1,2,312,Other
358,هدى العظمة,Hama,SYRIATEL,Syriatel,SYRIATEL,135,6,530000.00,1,2,3,123,Lost
359,هدى العمر,Raqqa,SYRIATEL,Syriatel,SYRIATEL,71,2,140000.00,2,1,1,211,Other
360,سارة البيطار,Latakia,SYRIATEL,Syriatel,SYRIATEL,164,3,240000.00,1,1,1,111,Lost
361,سامي الكردي,Idlib,SYRIATEL,Syriatel,SYRIATEL,52,6,416000.00,2,2,3,223,Other
362,حسن المصري,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,195,3,400000.00,1,1,2,112,Lost
363,يوسف العلي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,24,8,623000.00,3,3,4,334,Loyal
364,سليمان الشامي,Latakia,SYRIATEL,Syriatel,SYRIATEL,11,9,409000.00,4,4,2,442,Loyal
365,بشار العظمة,Daraa,SYRIATEL,Syriatel,SYRIATEL,19,11,833000.00,4,5,5,455,Champions
366,أحمد الأحمد,Hama,SYRIATEL,Syriatel,SYRIATEL,21,4,480000.00,4,1,3,413,New
367,مصطفى القباني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,105,7,398000.00,1,3,2,132,At Risk
368,حسين العمر,Tartus,SYRIATEL,Syriatel,SYRIATEL,3,5,540000.00,5,1,3,513,New
369,سارة الحلبي,Hama,SYRIATEL,Syriatel,SYRIATEL,120,6,348000.00,1,2,2,122,Lost
370,هدى الأحمد,Damascus,SYRIATEL,Syriatel,SYRIATEL,22,7,431000.00,4,3,3,433,Loyal
371,كريم اللاذقاني,Hama,SYRIATEL,Syriatel,SYRIATEL,22,9,569000.00,4,4,4,444,Champions
372,أيمن العمر,Homs,SYRIATEL,Syriatel,SYRIATEL,28,6,510000.00,3,2,3,323,Other
373,سامي الخطيب,Daraa,SYRIATEL,Syriatel,SYRIATEL,111,9,528000.00,1,4,3,143,At Risk
374,إبراهيم اللاذقاني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,25,7,928000.00,3,3,5,335,Loyal
375,زينب الخطيب,Hama,SYRIATEL,Syriatel,SYRIATEL,12,66,4876000.00,4,5,5,455,Champions
376,علي الجابري,Idlib,SYRIATEL,Syriatel,SYRIATEL,5,6,244000.00,5,2,1,521,Other
377,وليد اللاذقاني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,37,9,951000.00,3,4,5,345,Loyal
378,ليلى الزعبي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,59,5,290000.00,2,1,2,212,Other
379,حسين الشامي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,13,7,533000.00,4,3,3,433,Loyal
380,عمر الخطيب,Latakia,SYRIATEL,Syriatel,SYRIATEL,6,8,566000.00,5,3,4,534,Loyal
381,مريم الجابري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,63,2,85000.00,2,1,1,211,Other
382,علي الطرابلسي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,34,8,620000.00,3,3,4,334,Loyal
383,ماهر العلي,Damascus,SYRIATEL,Syriatel,SYRIATEL,128,6,975000.00,1,2,5,125,Lost
384,خالد البرازي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,62,4,128000.00,2,1,1,211,Other
385,مريم الرفاعي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,72,9,600000.00,2,4,4,244,At Risk
386,بشار السوري,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,69,9,885000.00,2,4,5,245,At Risk
387,أحمد الحسن,Tartus,SYRIATEL,Syriatel,SYRIATEL,4,62,2759000.00,5,5,5,555,Champions
388,وليد العمر,Quneitra,SYRIATEL,Syriatel,SYRIATEL,107,5,135000.00,1,1,1,111,Lost
389,حسين العمر,Homs,SYRIATEL,Syriatel,SYRIATEL,20,51,3375000.00,4,5,5,455,Champions
390,وليد العظمة,Daraa,SYRIATEL,Syriatel,SYRIATEL,53,5,395000.00,2,1,2,212,Other
391,سارة السوري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,14,9,353000.00,4,4,2,442,Loyal
392,هدى العظمة,Latakia,SYRIATEL,Syriatel,SYRIATEL,18,8,453000.00,4,3,3,433,Loyal
393,مصطفى الحمصي,Tartus,SYRIATEL,Syriatel,SYRIATEL,25,8,232000.00,3,3,1,331,Loyal
394,يوسف اللاذقاني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,19,6,221000.00,4,2,1,421,Other
395,نزار العظمة,Latakia,SYRIATEL,Syriatel,SYRIATEL,18,9,486000.00,4,4,3,443,Loyal
396,ريم السيد,Homs,SYRIATEL,Syriatel,SYRIATEL,94,7,565000.00,1,3,4,134,At Risk
397,رنا العمر,Raqqa,SYRIATEL,Syriatel,SYRIATEL,8,11,568000.00,5,5,4,554,Champions
398,كريم الكيلاني,Homs,SYRIATEL,Syriatel,SYRIATEL,53,6,213000.00,2,2,1,221,Other
399,مصطفى البيطار,Damascus,SYRIATEL,Syriatel,SYRIATEL,105,4,150000.00,1,1,1,111,Lost
400,هدى الكيلاني,Idlib,SYRIATEL,Syriatel,SYRIATEL,7,8,438000.00,5,3,3,533,Loyal
401,إبراهيم الحسن,Raqqa,SYRIATEL,Syriatel,SYRIATEL,105,6,290000.00,1,2,2,122,Lost
402,نزار القباني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,9,11,396000.00,5,5,2,552,Loyal
403,يوسف العظمة,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,195,3,310000.00,1,1,2,112,Lost
404,باسل المصري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,54,10,349000.00,2,5,2,252,At Risk
405,سارة الزعبي,Tartus,SYRIATEL,Syriatel,SYRIATEL,26,6,530000.00,3,2,3,323,Other
406,حسين القباني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,10,74,4187000.00,5,5,5,555,Champions
407,مريم اللاذقاني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,29,12,1505000.00,3,5,5,355,Loyal
408,سامي الحلبي,Homs,SYRIATEL,Syriatel,SYRIATEL,37,8,416000.00,3,3,3,333,Loyal
409,ماهر الشامي,Tartus,SYRIATEL,Syriatel,SYRIATEL,4,8,611000.00,5,3,4,534,Loyal
410,رنا البرازي,Homs,SYRIATEL,Syriatel,SYRIATEL,14,7,630000.00,4,3,4,434,Loyal
411,ليلى المصري,Hama,SYRIATEL,Syriatel,SYRIATEL,28,9,823000.00,3,4,5,345,Loyal
412,أيمن الكيلاني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,52,7,376000.00,2,3,2,232,At Risk
413,وليد البيطار,Latakia,SYRIATEL,Syriatel,SYRIATEL,49,4,295000.00,2,1,2,212,Other
414,مصطفى الزعبي,Tartus,SYRIATEL,Syriatel,SYRIATEL,63,8,401000.00,2,3,2,232,At Risk
415,نور البرازي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,59,4,353000.00,2,1,2,212,Other
416,إبراهيم القباني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,3,55,4099000.00,5,5,5,555,Champions
417,باسل العلي,Latakia,SYRIATEL,Syriatel,SYRIATEL,6,8,630000.00,5,3,4,534,Loyal
418,وليد العمر,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,13,7,338000.00,4,3,2,432,Loyal
419,وليد القباني,Daraa,SYRIATEL,Syriatel,SYRIATEL,64,7,335000.00,2,3,2,232,At Risk
420,رنا البيطار,Idlib,SYRIATEL,Syriatel,SYRIATEL,14,5,255000.00,4,1,1,411,New
421,كريم القباني,Homs,SYRIATEL,Syriatel,SYRIATEL,110,9,479000.00,1,4,3,143,At Risk
422,مصطفى الرفاعي,Hama,SYRIATEL,Syriatel,SYRIATEL,25,8,332000.00,3,3,2,332,Loyal
423,باسل الجابري,Latakia,SYRIATEL,Syriatel,SYRIATEL,114,2,95000.00,1,1,1,111,Lost
424,باسل الحسن,Tartus,SYRIATEL,Syriatel,SYRIATEL,91,9,608000.00,1,4,4,144,At Risk
425,علي السيد,Latakia,SYRIATEL,Syriatel,SYRIATEL,41,13,991000.00,3,5,5,355,Loyal
426,مصطفى الكيلاني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,2,65,5988000.00,5,5,5,555,Champions
427,عمر الكردي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,2,68,4623000.00,5,5,5,555,Champions
428,مصطفى الشامي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,7,11,958000.00,5,5,5,555,Champions
429,نزار القباني,Damascus,SYRIATEL,Syriatel,SYRIATEL,20,4,156000.00,4,1,1,411,New
430,فاطمة الحلبي,Homs,SYRIATEL,Syriatel,SYRIATEL,209,5,130000.00,1,1,1,111,Lost
431,عمر الحلبي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,47,9,660000.00,2,4,4,244,At Risk
432,ليلى الحسن,Raqqa,SYRIATEL,Syriatel,SYRIATEL,19,5,285000.00,4,1,2,412,New
433,ليلى القباني,Daraa,SYRIATEL,Syriatel,SYRIATEL,36,9,735000.00,3,4,4,344,Loyal
434,كريم الكيلاني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,109,5,270000.00,1,1,1,111,Lost
435,مريم المصري,Latakia,SYRIATEL,Syriatel,SYRIATEL,7,8,840000.00,5,3,5,535,Loyal
436,مصطفى الكردي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,114,5,330000.00,1,1,2,112,Lost
437,زينب السوري,Tartus,SYRIATEL,Syriatel,SYRIATEL,17,6,570000.00,4,2,4,424,Other
438,عمر الطرابلسي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,37,9,621000.00,3,4,4,344,Loyal
439,طارق السيد,Homs,SYRIATEL,Syriatel,SYRIATEL,75,5,538000.00,2,1,3,213,Other
440,مصطفى العظمة,Latakia,SYRIATEL,Syriatel,SYRIATEL,92,2,70000.00,1,1,1,111,Lost
441,مريم السيد,Raqqa,SYRIATEL,Syriatel,SYRIATEL,73,7,228000.00,2,3,1,231,At Risk
442,حسين السوري,Damascus,SYRIATEL,Syriatel,SYRIATEL,37,9,464000.00,3,4,3,343,Loyal
443,باسل الكردي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,6,8,563000.00,5,3,4,534,Loyal
444,يوسف العلي,Tartus,SYRIATEL,Syriatel,SYRIATEL,15,8,280000.00,4,3,2,432,Loyal
445,عائشة الدمشقي,Tartus,SYRIATEL,Syriatel,SYRIATEL,9,8,740000.00,5,3,4,534,Loyal
446,زينب اللاذقاني,Damascus,SYRIATEL,Syriatel,SYRIATEL,60,3,165000.00,2,1,1,211,Other
447,رنا العلي,Idlib,SYRIATEL,Syriatel,SYRIATEL,47,5,430000.00,2,1,3,213,Other
448,محمد الشامي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,92,5,455000.00,1,1,3,113,Lost
449,محمد الكيلاني,Aleppo,SYRIATEL,Syriatel,SYRIATEL,25,5,125000.00,3,1,1,311,Other
450,مصطفى اللاذقاني,Damascus,SYRIATEL,Syriatel,SYRIATEL,14,4,475000.00,4,1,3,413,New
451,باسل العظمة,Aleppo,SYRIATEL,Syriatel,SYRIATEL,5,8,675000.00,5,3,4,534,Loyal
452,يوسف القباني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,14,7,259000.00,4,3,1,431,Loyal
453,عائشة الحسن,Quneitra,SYRIATEL,Syriatel,SYRIATEL,66,4,425000.00,2,1,3,213,Other
454,مريم اللاذقاني,Daraa,SYRIATEL,Syriatel,SYRIATEL,60,7,360000.00,2,3,2,232,At Risk
455,بشار الكردي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,73,7,881000.00,2,3,5,235,At Risk
456,نزار الدمشقي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,7,15,945000.00,5,5,5,555,Champions
457,عمر الرفاعي,Tartus,SYRIATEL,Syriatel,SYRIATEL,8,75,5690000.00,5,5,5,555,Champions
458,حسن القباني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,18,4,210000.00,4,1,1,411,New
459,وليد المصري,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,71,4,190000.00,2,1,1,211,Other
460,سامي العلي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,56,6,215000.00,2,2,1,221,Other
461,علي العظمة,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,141,6,433000.00,1,2,3,123,Lost
